screen_id,module,route,title_en,title_ar,fields,actions,columns,notices,modals,code_evidence,runtime_evidence,screenshot_en,screenshot_ar,actions_tested,roles_tested,gaps
SCR-POS-DeliveryZones,Pos,/Pos/DeliveryZones,Delivery zones & fees,Delivery zones & fees,5,3,4,1,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,heading has NO ARABIC — the key is shown to the user; 2 icon-only action(s) — must be illustrated
SCR-POS-Drivers,Pos,/Pos/Drivers,Delivery drivers,سائقو التوصيل,5,3,3,1,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,2 icon-only action(s) — must be illustrated
SCR-POS-FloorPlan,Pos,/Pos/FloorPlan,Floor plan,رسم الطاولات,9,10,0,1,2,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,5 icon-only action(s) — must be illustrated
SCR-POS-ItemSourcing,Pos,/Pos/ItemSourcing,,,9,2,0,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,no heading element — name it from the navigation; 7 field(s) with no caption; 1 icon-only action(s) — must be illustrated
SCR-POS-Modifiers,Pos,/Pos/Modifiers,Modifiers,الإضافات (Modifiers),13,14,8,0,1,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,4 field(s) with no caption; 3 icon-only action(s) — must be illustrated
SCR-POS-PaymentMethods,Pos,/Pos/PaymentMethods,Payment methods,طرق الدفع,8,4,3,1,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,2 icon-only action(s) — must be illustrated
SCR-POS-Preview,Pos,/Pos/Preview,Cashier screen preview,معاينة شاشة الكاشير,2,1,0,3,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-POS-QuickMenu,Pos,/Pos/QuickMenu,Quick items (cashier),الأصناف السريعة (الكاشير),14,12,7,1,1,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,4 field(s) with no caption; 3 icon-only action(s) — must be illustrated
SCR-POS-Reservations,Pos,/Pos/Reservations,Reservations,الحجوزات,9,6,6,1,1,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,4 field(s) with no caption; 3 icon-only action(s) — must be illustrated
SCR-POS-Setup,Pos,/Pos/Setup,Operations platform setup,تأسيس منصة العمليات,7,5,0,1,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,1 field(s) with no caption
SCR-POS-SourcingOverview,Pos,/Pos/SourcingOverview,,,0,1,0,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,no heading element — name it from the navigation; 1 icon-only action(s) — must be illustrated
SCR-POS-SyncConflicts,Pos,/Pos/SyncConflicts,,,0,2,0,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,no heading element — name it from the navigation; 1 icon-only action(s) — must be illustrated
SCR-POS-Terminals,Pos,/Pos/Terminals,Cashier terminals,أجهزة الكاشير,13,6,0,1,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,2 icon-only action(s) — must be illustrated
SCR-POSAPP-Delivery,PosApp,/PosApp/Delivery,Delivery board,لوحة التوصيل,0,2,0,0,0,repository-verified,NOT viewed,no,no,none — no action was performed on any screen,administrator only,no English screenshot; no Arabic screenshot
SCR-POSAPP-Kitchen,PosApp,/PosApp/Kitchen,Kitchen Display,شاشة المطبخ,0,2,0,0,0,repository-verified,NOT viewed,no,no,none — no action was performed on any screen,administrator only,no English screenshot; no Arabic screenshot
SCR-POSAPP-Login,PosApp,/PosApp/Login,Point of Sale,نقطة البيع,2,2,0,0,0,repository-verified,NOT viewed,no,no,none — no action was performed on any screen,administrator only,no English screenshot; no Arabic screenshot; 2 field(s) with no caption
SCR-POSAPP-Start,PosApp,/PosApp/Start,Choose your terminal,اختر جهاز الكاشير,2,2,0,1,0,repository-verified,NOT viewed,no,no,none — no action was performed on any screen,administrator only,no English screenshot; no Arabic screenshot
SCR-POSAPP-Terminal,PosApp,/PosApp/Terminal,,,10,31,0,0,9,repository-verified,NOT viewed,no,no,none — no action was performed on any screen,administrator only,no English screenshot; no Arabic screenshot; no heading element — name it from the navigation; 7 field(s) with no caption; 15 icon-only action(s) — must be illustrated
SCR-PROJECT-ActivityTypes,Project,/Project/ActivityTypes,Activity types,أنواع النشاط,4,6,4,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,2 icon-only action(s) — must be illustrated
SCR-PROJECT-Advance,Project,/Project/Advance,Receive advance,استلام دفعة مقدمة,4,2,0,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-PROJECT-Billing,Project,/Project/Billing,Progress billing,المستخلصات,4,11,11,1,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,2 icon-only action(s) — must be illustrated
SCR-PROJECT-Boq,Project,/Project/Boq,Bill of Quantities (BOQ),جدول الكميات (BOQ),0,4,0,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-PROJECT-Budget,Project,/Project/Budget,Budget vs actual,الموازنة (تقديري/فعلي),0,1,5,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-PROJECT-Dashboard,Project,/Project/Dashboard,Projects & Contracting,Projects & Contracting,0,5,9,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,heading has NO ARABIC — the key is shown to the user; 1 icon-only action(s) — must be illustrated
SCR-PROJECT-EquipmentDepreciation,Project,/Project/EquipmentDepreciation,Equipment depreciation,إهلاك المعدات,6,6,4,1,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,3 icon-only action(s) — must be illustrated
SCR-PROJECT-Labor,Project,/Project/Labor,Project labor,عمالة المشروع,0,2,4,1,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-PROJECT-MaterialIssues,Project,/Project/MaterialIssues,Material issue,صرف مواد للمشروع,3,6,8,1,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,3 icon-only action(s) — must be illustrated
SCR-PROJECT-Profitability,Project,/Project/Profitability,Project profitability,ربحية المشاريع,2,2,7,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-PROJECT-Progress,Project,/Project/Progress,Execution & progress,Execution & progress,2,6,4,2,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,heading has NO ARABIC — the key is shown to the user; 3 icon-only action(s) — must be illustrated
SCR-PROJECT-Projects,Project,/Project/Projects,Projects,المشاريع,15,16,8,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,11 icon-only action(s) — must be illustrated
SCR-PROJECT-RetentionRelease,Project,/Project/RetentionRelease,Release retention,رد المحتجز,4,2,0,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-PROJECT-SubRetentionRelease,Project,/Project/SubRetentionRelease,Release subcontractor retention,رد محتجز الباطن,4,2,0,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-PROJECT-Subcontracts,Project,/Project/Subcontracts,Subcontractors,مقاولو الباطن,8,8,8,1,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,3 icon-only action(s) — must be illustrated
SCR-PROJECT-Team,Project,/Project/Team,Project team,Project team,3,4,5,1,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,heading has NO ARABIC — the key is shown to the user
SCR-PROJECT-VariationOrders,Project,/Project/VariationOrders,Variation orders,أوامر التغيير,3,8,3,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,3 icon-only action(s) — must be illustrated
SCR-PROJECTCLOSEOUT-Index,ProjectCloseout,/ProjectCloseout/Index,,,2,3,4,0,0,repository-verified,NOT viewed,no,no,none — no action was performed on any screen,administrator only,no English screenshot; no Arabic screenshot; no heading element — name it from the navigation
SCR-REPORTS-Datasets,Reports,/Reports/Datasets,Derived datasets,مجموعات البيانات المشتقّة,4,3,3,0,0,repository-verified,runtime viewed,yes,no,none — no action was performed on any screen,administrator only,no Arabic screenshot
SCR-REPORTS-Index,Reports,/Reports/Index,Reports Center,مركز التقارير,4,4,15,1,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,2 icon-only action(s) — must be illustrated
SCR-REPORTS-Studio,Reports,/Reports/Studio,Report Studio,استوديو التقارير,24,28,0,0,1,repository-verified,NOT viewed,no,no,none — no action was performed on any screen,administrator only,no English screenshot; no Arabic screenshot; 16 field(s) with no caption; 25 icon-only action(s) — must be illustrated
SCR-REPORTS-Viewer,Reports,/Reports/Viewer,(Model.IsFavorite) { },(Model.IsFavorite) { },3,16,7,4,0,repository-verified,NOT viewed,no,no,none — no action was performed on any screen,administrator only,no English screenshot; no Arabic screenshot; 5 icon-only action(s) — must be illustrated
SCR-RESTAURANTINTELLIGENCE-Index,RestaurantIntelligence,/RestaurantIntelligence/Index,Restaurant inventory intelligence,ذكاء مخزون المطاعم,3,1,15,0,0,repository-verified,runtime viewed,yes,no,none — no action was performed on any screen,administrator only,no Arabic screenshot
SCR-ROSTER-Index,Roster,/Roster/Index,Roster,جدول المناوبات,11,16,6,0,0,repository-verified,NOT viewed,no,no,none — no action was performed on any screen,administrator only,no English screenshot; no Arabic screenshot; 1 field(s) with no caption; 4 icon-only action(s) — must be illustrated
SCR-ROSTER-Mine,Roster,/Roster/Mine,My schedule,جدولي,0,2,0,0,0,repository-verified,NOT viewed,no,no,none — no action was performed on any screen,administrator only,no English screenshot; no Arabic screenshot; 2 icon-only action(s) — must be illustrated
SCR-SERVICE-BranchDetails,Service,/Service/BranchDetails,Branches,الأفرع,9,13,0,0,1,repository-verified,NOT viewed,no,no,none — no action was performed on any screen,administrator only,no English screenshot; no Arabic screenshot; 2 field(s) with no caption; 3 icon-only action(s) — must be illustrated
SCR-SERVICE-BranchesList,Service,/Service/BranchesList,List Of Branches,قائمة الأفرع,0,4,6,0,0,repository-verified,runtime viewed,yes,no,none — no action was performed on any screen,administrator only,no Arabic screenshot; 3 icon-only action(s) — must be illustrated
SCR-SERVICE-CompaniesList,Service,/Service/CompaniesList,CompaniesList,قائمة الشركات,0,2,6,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-SERVICE-CompanyDetails,Service,/Service/CompanyDetails,Companies,الشركات,15,11,0,0,1,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,2 field(s) with no caption; 2 icon-only action(s) — must be illustrated
SCR-SERVICE-Index,Service,/Service/Index,,,0,0,0,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,no heading element — name it from the navigation
SCR-SHARED-COMPONENTS-EXTERNALSIGNIN-Default,Shared,/Shared/Default,,,0,0,0,0,0,repository-verified,NOT viewed,no,no,none — no action was performed on any screen,administrator only,no English screenshot; no Arabic screenshot; no heading element — name it from the navigation; no route found — framework view or orphan
SCR-SHARED-COMPONENTS-MODULETILES-Default,Shared,/Shared/Default,,,0,0,0,0,0,repository-verified,NOT viewed,no,no,none — no action was performed on any screen,administrator only,no English screenshot; no Arabic screenshot; no heading element — name it from the navigation; no route found — framework view or orphan
SCR-SHARED-Error,Shared,/Shared/Error,Error.,خطأ.,0,0,0,0,0,repository-verified,NOT viewed,no,no,none — no action was performed on any screen,administrator only,no English screenshot; no Arabic screenshot; no route found — framework view or orphan
SCR-STORE-Category,Store,/Store/Category,,,0,4,0,0,0,repository-verified,NOT viewed,no,no,none — no action was performed on any screen,administrator only,no English screenshot; no Arabic screenshot; no heading element — name it from the navigation; 3 icon-only action(s) — must be illustrated
SCR-STORE-Product,Store,/Store/Product,,,0,2,0,0,0,repository-verified,NOT viewed,no,no,none — no action was performed on any screen,administrator only,no English screenshot; no Arabic screenshot; no heading element — name it from the navigation; 2 icon-only action(s) — must be illustrated
SCR-TASKS-AutoRules,Tasks,/Tasks/AutoRules,,,1,2,0,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,no heading element — name it from the navigation; 1 field(s) with no caption; 2 icon-only action(s) — must be illustrated
SCR-TASKS-Board,Tasks,/Tasks/Board,,,3,4,0,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,no heading element — name it from the navigation; 3 field(s) with no caption; 4 icon-only action(s) — must be illustrated
SCR-TASKS-Detail,Tasks,/Tasks/Detail,,,6,14,0,0,3,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,no heading element — name it from the navigation; 6 field(s) with no caption; 12 icon-only action(s) — must be illustrated
SCR-TASKS-HoursReport,Tasks,/Tasks/HoursReport,,,3,3,0,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,no heading element — name it from the navigation; 3 field(s) with no caption; 3 icon-only action(s) — must be illustrated
SCR-TASKS-Index,Tasks,/Tasks/Index,,,26,13,0,0,3,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,no heading element — name it from the navigation; 20 field(s) with no caption; 13 icon-only action(s) — must be illustrated
SCR-TASKS-MatchSuggestions,Tasks,/Tasks/MatchSuggestions,,,0,3,0,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,no heading element — name it from the navigation; 3 icon-only action(s) — must be illustrated
SCR-TASKS-Reports,Tasks,/Tasks/Reports,,,2,2,1,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,no heading element — name it from the navigation; 2 field(s) with no caption; 2 icon-only action(s) — must be illustrated
SCR-TASKS-Summary,Tasks,/Tasks/Summary,,,0,3,0,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,no heading element — name it from the navigation; 3 icon-only action(s) — must be illustrated
SCR-TASKS-Templates,Tasks,/Tasks/Templates,,,6,9,1,0,1,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,no heading element — name it from the navigation; 4 field(s) with no caption; 8 icon-only action(s) — must be illustrated
SCR-WORKSPACE-Agenda,Workspace,/Workspace/Agenda,Agenda,الأجندة,0,1,3,1,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-WORKSPACE-Index,Workspace,/Workspace/Index,Workspace,مساحة العمل,0,9,15,2,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-WORKSPACE-Mentions,Workspace,/Workspace/Mentions,Mentions,الإشارات إليّ,0,0,4,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-WORKSPACE-Notifications,Workspace,/Workspace/Notifications,Notifications,الإشعارات,0,2,3,0,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
SCR-WORKSPACE-Reports,Workspace,/Workspace/Reports,Reports,التقارير,0,1,2,1,0,repository-verified,runtime viewed,yes,yes,none — no action was performed on any screen,administrator only,none identified
