screen_id,language,filename,route,final_url,role,state,http_status,page_title,heading,html_lang,direction,inputs,buttons,table_rows,modals,reauthenticated,dev_overlay_visible,capture_date,viewport,privacy_treatment,verification_level,intended_manual_section,workflows,capture_error
SCR-DOCUMENTS-Workspace,ar,,/Documents/Workspace,,development administrator (single session),error,,,,ar,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 12 — Working together,,"Error: page.goto: net::ERR_HTTP_RESPONSE_CODE_FAILURE at https://localhost:44368/Documents/Workspace
Call log:
[2m  - navigating to ""https://localhost:44368/Do"
SCR-DOCUMENTS-Workspace,en,,/Documents/Workspace,,development administrator (single session),error,,,,en,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 12 — Working together,,"Error: page.goto: net::ERR_HTTP_RESPONSE_CODE_FAILURE at https://localhost:44368/Documents/Workspace
Call log:
[2m  - navigating to ""https://localhost:44368/Do"
SCR-EMPLOYEEONBOARDING-Index,ar,,/EmployeeOnboarding/Index,,development administrator (single session),error,,,,ar,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 11 — People,,"Error: page.goto: net::ERR_HTTP_RESPONSE_CODE_FAILURE at https://localhost:44368/EmployeeOnboarding/Index
Call log:
[2m  - navigating to ""https://localhost:443"
SCR-EMPLOYEEONBOARDING-Index,en,,/EmployeeOnboarding/Index,,development administrator (single session),error,,,,en,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 11 — People,,"Error: page.goto: net::ERR_HTTP_RESPONSE_CODE_FAILURE at https://localhost:44368/EmployeeOnboarding/Index
Call log:
[2m  - navigating to ""https://localhost:443"
SCR-FILEMANAGER-Index,ar,,/FileManager/Index,,development administrator (single session),error,,,,ar,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 12 — Working together,,"Error: page.goto: Navigation to ""https://localhost:44368/FileManager/Index"" is interrupted by another navigation to ""about:blank""
Call log:
[2m  - navigating t"
SCR-FILEMANAGER-Index,en,filemanager-index.en.png,/FileManager/Index,/FileManager/Index,development administrator (single session),rendered-with-data (after re-authentication),200,CrossBuy Admin,File Manager,en,ltr,27,22,0,4,yes,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 12 — Working together,,
SCR-HOME-Index,ar,home-index.ar.png,/Home/Index,/Home/Index,development administrator (single session),rendered-but-near-empty,200,الصفحة الرئيسية - CrossBuy,مرحبا,en,ltr,0,1,0,0,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 1 — Getting started,,
SCR-HOME-Privacy,ar,home-privacy.ar.png,/Home/Privacy,/Home/Privacy,development administrator (single session),rendered-but-near-empty,200,سياسة الخصوصية - CrossBuy,سياسة الخصوصية,en,ltr,0,1,0,0,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 1 — Getting started,,
SCR-HOME-Store,ar,home-store.ar.png,/Home/Store,/Home/Store,development administrator (single session),rendered-with-data,200,نيست - قالب HTML للتجارة الإلكترونية متعدد الأغراض,Don’t miss amazing grocery deals,ar,rtl,7,69,0,2,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:1 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 1 — Getting started,WF-EXT-01,
SCR-HOME-Store,en,home-store.en.png,/Home/Store,/Home/Store,development administrator (single session),rendered-with-data,200,Nest - Multipurpose eCommerce HTML Template,Don’t miss amazing grocery deals,en,ltr,7,69,0,2,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:1 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 1 — Getting started,WF-EXT-01,
SCR-HYPER-Customer,ar,,/Hyper/Customer,,development administrator (single session),error,,,,ar,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 8 — Restaurant and retail,,"Error: page.goto: net::ERR_HTTP_RESPONSE_CODE_FAILURE at https://localhost:44368/Hyper/Customer
Call log:
[2m  - navigating to ""https://localhost:44368/Hyper/C"
SCR-HYPER-Customer,en,,/Hyper/Customer,,development administrator (single session),error,,,,en,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 8 — Restaurant and retail,,"Error: page.goto: net::ERR_HTTP_RESPONSE_CODE_FAILURE at https://localhost:44368/Hyper/Customer
Call log:
[2m  - navigating to ""https://localhost:44368/Hyper/C"
SCR-HYPER-Dashboard,ar,hyper-dashboard.ar.png,/Hyper/Dashboard,/Hyper/Dashboard,development administrator (single session),rendered-with-data,200,لوحة تحكم CrossBuy,لوحة الهايبر ماركت,ar,rtl,21,15,8,2,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:1 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 8 — Restaurant and retail,,
SCR-HYPER-Dashboard,en,hyper-dashboard.en.png,/Hyper/Dashboard,/Hyper/Dashboard,development administrator (single session),rendered-with-data,200,CrossBuy Admin,Hypermarket dashboard,en,ltr,21,15,8,2,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:1 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 8 — Restaurant and retail,,
SCR-HYPER-HyperItemMargin,ar,,/Hyper/HyperItemMargin,,development administrator (single session),error,,,,ar,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 8 — Restaurant and retail,,"Error: page.goto: net::ERR_HTTP_RESPONSE_CODE_FAILURE at https://localhost:44368/Hyper/HyperItemMargin
Call log:
[2m  - navigating to ""https://localhost:44368/"
SCR-HYPER-HyperItemMargin,en,,/Hyper/HyperItemMargin,,development administrator (single session),error,,,,en,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 8 — Restaurant and retail,,"Error: page.goto: net::ERR_HTTP_RESPONSE_CODE_FAILURE at https://localhost:44368/Hyper/HyperItemMargin
Call log:
[2m  - navigating to ""https://localhost:44368/"
SCR-HYPER-HyperSales,ar,,/Hyper/HyperSales,,development administrator (single session),error,,,,ar,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 8 — Restaurant and retail,,"Error: page.goto: net::ERR_HTTP_RESPONSE_CODE_FAILURE at https://localhost:44368/Hyper/HyperSales
Call log:
[2m  - navigating to ""https://localhost:44368/Hyper"
SCR-HYPER-HyperSales,en,,/Hyper/HyperSales,,development administrator (single session),error,,,,en,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 8 — Restaurant and retail,,"Error: page.goto: net::ERR_HTTP_RESPONSE_CODE_FAILURE at https://localhost:44368/Hyper/HyperSales
Call log:
[2m  - navigating to ""https://localhost:44368/Hyper"
SCR-HYPER-PosLane,ar,,/Hyper/PosLane,,development administrator (single session),error,,,,ar,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 8 — Restaurant and retail,,"Error: page.goto: net::ERR_HTTP_RESPONSE_CODE_FAILURE at https://localhost:44368/Hyper/PosLane
Call log:
[2m  - navigating to ""https://localhost:44368/Hyper/Po"
SCR-HYPER-PosLane,en,,/Hyper/PosLane,,development administrator (single session),error,,,,en,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 8 — Restaurant and retail,,"Error: page.goto: net::ERR_HTTP_RESPONSE_CODE_FAILURE at https://localhost:44368/Hyper/PosLane
Call log:
[2m  - navigating to ""https://localhost:44368/Hyper/Po"
SCR-HYPER-PosLogin,ar,,/Hyper/PosLogin,,development administrator (single session),error,,,,ar,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 8 — Restaurant and retail,,"Error: page.goto: net::ERR_HTTP_RESPONSE_CODE_FAILURE at https://localhost:44368/Hyper/PosLogin
Call log:
[2m  - navigating to ""https://localhost:44368/Hyper/P"
SCR-HYPER-PosLogin,en,,/Hyper/PosLogin,,development administrator (single session),error,,,,en,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 8 — Restaurant and retail,,"Error: page.goto: net::ERR_HTTP_RESPONSE_CODE_FAILURE at https://localhost:44368/Hyper/PosLogin
Call log:
[2m  - navigating to ""https://localhost:44368/Hyper/P"
SCR-HYPER-PosStart,ar,,/Hyper/PosStart,,development administrator (single session),error,,,,ar,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 8 — Restaurant and retail,,"Error: page.goto: net::ERR_HTTP_RESPONSE_CODE_FAILURE at https://localhost:44368/Hyper/PosStart
Call log:
[2m  - navigating to ""https://localhost:44368/Hyper/P"
SCR-HYPER-PosStart,en,,/Hyper/PosStart,,development administrator (single session),error,,,,en,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 8 — Restaurant and retail,,"Error: page.goto: net::ERR_HTTP_RESPONSE_CODE_FAILURE at https://localhost:44368/Hyper/PosStart
Call log:
[2m  - navigating to ""https://localhost:44368/Hyper/P"
SCR-HYPER-PriceCheck,ar,,/Hyper/PriceCheck,,development administrator (single session),error,,,,ar,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 8 — Restaurant and retail,,"Error: page.goto: net::ERR_HTTP_RESPONSE_CODE_FAILURE at https://localhost:44368/Hyper/PriceCheck
Call log:
[2m  - navigating to ""https://localhost:44368/Hyper"
SCR-HYPER-PriceCheck,en,,/Hyper/PriceCheck,,development administrator (single session),error,,,,en,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 8 — Restaurant and retail,,"Error: page.goto: net::ERR_HTTP_RESPONSE_CODE_FAILURE at https://localhost:44368/Hyper/PriceCheck
Call log:
[2m  - navigating to ""https://localhost:44368/Hyper"
SCR-HYPER-Receipts,ar,,/Hyper/Receipts,,development administrator (single session),error,,,,ar,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 8 — Restaurant and retail,,"Error: page.goto: net::ERR_HTTP_RESPONSE_CODE_FAILURE at https://localhost:44368/Hyper/Receipts
Call log:
[2m  - navigating to ""https://localhost:44368/Hyper/R"
SCR-HYPER-Receipts,en,,/Hyper/Receipts,,development administrator (single session),error,,,,en,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 8 — Restaurant and retail,,"Error: page.goto: net::ERR_HTTP_RESPONSE_CODE_FAILURE at https://localhost:44368/Hyper/Receipts
Call log:
[2m  - navigating to ""https://localhost:44368/Hyper/R"
SCR-INVENTORY-Approvals,ar,inventory-approvals.ar.png,/Inventory/Approvals,/Inventory/Approvals,development administrator (single session),rendered-with-data,200,نظام المخازن - CrossBuy,اعتمادات المخزون,ar,rtl,19,10,6,1,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:10 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,,
SCR-INVENTORY-Approvals,en,inventory-approvals.en.png,/Inventory/Approvals,/Inventory/Approvals,development administrator (single session),rendered-with-data (after re-authentication),200,Inventory System - CrossBuy,Inventory approvals,en,ltr,19,10,6,1,yes,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:10 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,,
SCR-INVENTORY-Batches,ar,inventory-batches.ar.png,/Inventory/Batches,/Inventory/Batches,development administrator (single session),rendered-with-data,200,نظام المخازن - CrossBuy,الدفعات والصلاحية,ar,rtl,20,11,19,1,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:10 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,,
SCR-INVENTORY-Batches,en,inventory-batches.en.png,/Inventory/Batches,/Inventory/Batches,development administrator (single session),rendered-with-data,200,Inventory System - CrossBuy,Batches & expiry,en,ltr,20,11,19,1,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:10 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,,
SCR-INVENTORY-BulkPriceChange,ar,inventory-bulkpricechange.ar.png,/Inventory/BulkPriceChange,/Inventory/BulkPriceChange,development administrator (single session),rendered-with-data,200,نظام المخازن - CrossBuy,تغيير الأسعار جماعيًّا,ar,rtl,27,13,0,1,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,,
SCR-INVENTORY-BulkPriceChange,en,inventory-bulkpricechange.en.png,/Inventory/BulkPriceChange,/Inventory/BulkPriceChange,development administrator (single session),rendered-with-data,200,Inventory System - CrossBuy,Bulk price change,en,ltr,27,13,0,1,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,,
SCR-INVENTORY-CapitalizeAsset,ar,inventory-capitalizeasset.ar.png,/Inventory/CapitalizeAsset,/Inventory/CapitalizeAsset,development administrator (single session),rendered-with-data,200,نظام المخازن - CrossBuy,رسملة أصل من المخزون,ar,rtl,23,11,0,1,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,,
SCR-INVENTORY-CapitalizeAsset,en,inventory-capitalizeasset.en.png,/Inventory/CapitalizeAsset,/Inventory/CapitalizeAsset,development administrator (single session),rendered-with-data,200,Inventory System - CrossBuy,Capitalize asset from stock,en,ltr,23,11,0,1,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,,
SCR-INVENTORY-Categories,ar,inventory-categories.ar.png,/Inventory/Categories,/Inventory/Categories,development administrator (single session),rendered-with-data,200,نظام المخازن - CrossBuy,تصنيفات الأصناف,ar,rtl,20,59,46,1,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:2 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,WF-INV-01,
SCR-INVENTORY-Categories,en,inventory-categories.en.png,/Inventory/Categories,/Inventory/Categories,development administrator (single session),rendered-with-data,200,Inventory System - CrossBuy,Item Categories,en,ltr,20,59,46,1,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:2 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,WF-INV-01,
SCR-INVENTORY-CategoryForm,ar,,/Inventory/CategoryForm,,development administrator (single session),error,,,,ar,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 6 — Inventory and supply,,"Error: page.goto: net::ERR_HTTP_RESPONSE_CODE_FAILURE at https://localhost:44368/Inventory/CategoryForm
Call log:
[2m  - navigating to ""https://localhost:44368"
SCR-INVENTORY-CategoryForm,en,,/Inventory/CategoryForm,,development administrator (single session),error,,,,en,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 6 — Inventory and supply,,"Error: page.goto: net::ERR_HTTP_RESPONSE_CODE_FAILURE at https://localhost:44368/Inventory/CategoryForm
Call log:
[2m  - navigating to ""https://localhost:44368"
SCR-INVENTORY-Deliveries,ar,,/Inventory/Deliveries,,development administrator (single session),error,,,,ar,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 6 — Inventory and supply,,"Error: page.goto: Navigation to ""https://localhost:44368/Inventory/Deliveries"" is interrupted by another navigation to ""about:blank""
Call log:
[2m  - navigatin"
SCR-INVENTORY-Deliveries,en,inventory-deliveries.en.png,/Inventory/Deliveries,/Inventory/Deliveries,development administrator (single session),rendered-with-data,200,Inventory System - CrossBuy,Delivery notes,en,ltr,21,15,2,1,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:3 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,,
SCR-INVENTORY-DocumentDetails,ar,,/Inventory/DocumentDetails,,development administrator (single session),error,,,,ar,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 6 — Inventory and supply,WF-INV-02,"Error: page.goto: net::ERR_HTTP_RESPONSE_CODE_FAILURE at https://localhost:44368/Inventory/DocumentDetails
Call log:
[2m  - navigating to ""https://localhost:44"
SCR-INVENTORY-DocumentDetails,en,,/Inventory/DocumentDetails,,development administrator (single session),error,,,,en,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 6 — Inventory and supply,WF-INV-02,"Error: page.goto: net::ERR_HTTP_RESPONSE_CODE_FAILURE at https://localhost:44368/Inventory/DocumentDetails
Call log:
[2m  - navigating to ""https://localhost:44"
SCR-INVENTORY-ExpiryAlerts,ar,inventory-expiryalerts.ar.png,/Inventory/ExpiryAlerts,/Inventory/ExpiryAlerts,development administrator (single session),rendered-with-data (after re-authentication),200,نظام المخازن - CrossBuy,تنبيهات الصلاحية,ar,rtl,20,11,10,1,yes,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:10 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,,
SCR-INVENTORY-ExpiryAlerts,en,,/Inventory/ExpiryAlerts,,development administrator (single session),error,,,,en,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 6 — Inventory and supply,,"Error: page.goto: Navigation to ""https://localhost:44368/Inventory/ExpiryAlerts"" is interrupted by another navigation to ""about:blank""
Call log:
[2m  - navigat"
SCR-INVENTORY-GoodsReceipts,ar,inventory-goodsreceipts.ar.png,/Inventory/GoodsReceipts,/Inventory/GoodsReceipts,development administrator (single session),rendered-with-data,200,نظام المخازن - CrossBuy,أذون الاستلام,ar,rtl,21,43,25,2,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:27 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,,
SCR-INVENTORY-GoodsReceipts,en,inventory-goodsreceipts.en.png,/Inventory/GoodsReceipts,/Inventory/GoodsReceipts,development administrator (single session),rendered-with-data,200,Inventory System - CrossBuy,Goods receipts,en,ltr,21,43,25,2,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:27 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,,
SCR-INVENTORY-Index,ar,inventory-index.ar.png,/Inventory/Index,/Inventory/Index,development administrator (single session),rendered-with-data,200,نظام المخازن - CrossBuy,المخزون,ar,rtl,19,15,10,1,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,WF-AI-01,
SCR-INVENTORY-Index,en,inventory-index.en.png,/Inventory/Index,/Inventory/Index,development administrator (single session),rendered-with-data (after re-authentication),200,Inventory System - CrossBuy,Inventory,en,ltr,19,15,10,1,yes,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,WF-AI-01,
SCR-INVENTORY-IntegrityReconciliation,ar,inventory-integrityreconciliation.ar.png,/Inventory/IntegrityReconciliation,/Inventory/IntegrityReconciliation,development administrator (single session),rendered-with-data,200,نظام المخازن - CrossBuy,تسوية السلامة,ar,rtl,19,14,30,1,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,WF-INV-01,
SCR-INVENTORY-IntegrityReconciliation,en,inventory-integrityreconciliation.en.png,/Inventory/IntegrityReconciliation,,development administrator (single session),error,,,,en,,,,,,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,WF-INV-01,"Error: page.goto: Navigation to ""https://localhost:44368/Inventory/IntegrityReconciliation"" is interrupted by another navigation to ""about:blank""
Call log:
[2m"
SCR-INVENTORY-InventoryRoles,ar,inventory-inventoryroles.ar.png,/Inventory/InventoryRoles,/Inventory/InventoryRoles,development administrator (single session),rendered-with-data,200,نظام المخازن - CrossBuy,أدوار وصلاحيات المخزون,ar,rtl,22,12,1,1,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,WF-SETUP-02,
SCR-INVENTORY-InventoryRoles,en,inventory-inventoryroles.en.png,/Inventory/InventoryRoles,,development administrator (single session),error,,,,en,,,,,,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,WF-SETUP-02,"Error: page.goto: Navigation to ""https://localhost:44368/Inventory/InventoryRoles"" is interrupted by another navigation to ""about:blank""
Call log:
[2m  - navig"
SCR-INVENTORY-ItemForm,ar,,/Inventory/ItemForm,,development administrator (single session),error,,,,ar,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 6 — Inventory and supply,WF-INV-01,"Error: page.goto: net::ERR_HTTP_RESPONSE_CODE_FAILURE at https://localhost:44368/Inventory/ItemForm
Call log:
[2m  - navigating to ""https://localhost:44368/Inv"
SCR-INVENTORY-ItemForm,en,,/Inventory/ItemForm,,development administrator (single session),error,,,,en,,,,,,no,no,2026-09-20,1440x900,not captured,not verified — capture failed,Part 6 — Inventory and supply,WF-INV-01,"Error: page.goto: net::ERR_HTTP_RESPONSE_CODE_FAILURE at https://localhost:44368/Inventory/ItemForm
Call log:
[2m  - navigating to ""https://localhost:44368/Inv"
SCR-INVENTORY-ItemLedger,ar,inventory-itemledger.ar.png,/Inventory/ItemLedger,/Inventory/StockBalances,development administrator (single session),rendered-with-data (after re-authentication),200,نظام المخازن - CrossBuy,أرصدة المخزون,ar,rtl,23,39,25,1,yes,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:2 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,,
SCR-INVENTORY-ItemLedger,en,inventory-itemledger.en.png,/Inventory/ItemLedger,,development administrator (single session),error,,,,en,,,,,,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,,"Error: page.goto: Navigation to ""https://localhost:44368/Inventory/ItemLedger"" is interrupted by another navigation to ""about:blank""
Call log:
[2m  - navigatin"
SCR-INVENTORY-ItemLocations,ar,inventory-itemlocations.ar.png,/Inventory/ItemLocations,/Inventory/ItemLocations,development administrator (single session),rendered-empty-state,200,نظام المخازن - CrossBuy,مواقع الأصناف,ar,rtl,20,10,0,1,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,,
SCR-INVENTORY-ItemLocations,en,inventory-itemlocations.en.png,/Inventory/ItemLocations,,development administrator (single session),error,,,,en,,,,,,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,,"Error: page.goto: Navigation to ""https://localhost:44368/Inventory/ItemLocations"" is interrupted by another navigation to ""about:blank""
Call log:
[2m  - naviga"
SCR-INVENTORY-Items,ar,inventory-items.ar.png,/Inventory/Items,/Inventory/Items,development administrator (single session),rendered-with-data,200,نظام المخازن - CrossBuy,الأصناف,ar,rtl,24,63,25,1,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:3 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,,
SCR-INVENTORY-Items,en,inventory-items.en.png,/Inventory/Items,,development administrator (single session),error,,,,en,,,,,,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,,"Error: page.goto: Navigation to ""https://localhost:44368/Inventory/Items"" is interrupted by another navigation to ""about:blank""
Call log:
[2m  - navigating to "
SCR-INVENTORY-LandedCosts,ar,inventory-landedcosts.ar.png,/Inventory/LandedCosts,/Inventory/LandedCosts,development administrator (single session),rendered-with-data,200,نظام المخازن - CrossBuy,التكاليف الإضافية,ar,rtl,20,12,1,1,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:1 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,WF-P2P-01,
SCR-INVENTORY-LandedCosts,en,inventory-landedcosts.en.png,/Inventory/LandedCosts,/Inventory/LandedCosts,development administrator (single session),rendered-with-data (after re-authentication),200,Inventory System - CrossBuy,Landed costs,en,ltr,20,12,1,1,yes,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:1 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,WF-P2P-01,
SCR-INVENTORY-ManufDashboard,ar,inventory-manufdashboard.ar.png,/Inventory/ManufDashboard,/Inventory/ManufDashboard,development administrator (single session),rendered-with-data,200,نظام المخازن - CrossBuy,التصنيع,ar,rtl,80,54,10,5,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:1 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,,
SCR-INVENTORY-ManufDashboard,en,inventory-manufdashboard.en.png,/Inventory/ManufDashboard,/Inventory/ManufDashboard,development administrator (single session),rendered-with-data,200,Warehouse System - CrossBuy,Manufacturing,en,ltr,80,54,10,5,no,no,2026-09-20,1440x900,development data; automatic scan flagged: phone-like:1 — REVIEW BEFORE PUBLICATION,runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,,
SCR-INVENTORY-ManufReports,ar,inventory-manufreports.ar.png,/Inventory/ManufReports,/Inventory/ManufReports,development administrator (single session),rendered-with-data,200,نظام المخازن - CrossBuy,تقارير التصنيع,ar,rtl,86,50,2,5,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,,
SCR-INVENTORY-ManufReports,en,inventory-manufreports.en.png,/Inventory/ManufReports,/Inventory/ManufReports,development administrator (single session),rendered-with-data,200,Warehouse System - CrossBuy,Manufacturing reports,en,ltr,86,50,2,5,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,,
SCR-INVENTORY-NewAssembly,ar,inventory-newassembly.ar.png,/Inventory/NewAssembly,/Inventory/NewAssembly,development administrator (single session),rendered-with-data,200,نظام المخازن - CrossBuy,أمر تجميع / تفكيك,ar,rtl,24,15,0,4,no,no,2026-09-20,1440x900,"development data; no e-mail, phone, IBAN or 14-digit id detected. The signed-in user name and avatar are visible in the header.",runtime viewed (screen renders); no action performed,Part 6 — Inventory and supply,,
